"07938: Personer med helse- og sosialfaglig utdanning. 4. kvartal, etter statistikkvariabel, fagutdanning, alder, kjønn og år"

"statistikkvariabel";"fagutdanning";"alder";"kjønn";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"15-39 år";"Menn";83.1;85.0;77.3;82.4;81.9;83.5;88.5;84.1;101.5;110.7;108.6;113.0;120.9;143.8;165.8;161.0
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"15-66 år";"Kvinner";3324.0;3310.1;3335.3;3400.5;3421.3;3517.1;3507.2;3619.5;3653.4;3691.2;3726.9;3796.7;3665.7;3704.0;3752.0;3647.3
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"15-66 år";"Menn";135.6;135.2;130.3;141.1;138.3;145.0;150.7;148.2;171.7;188.8;195.5;201.3;214.6;232.1;261.1;262.4
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"15-74 år";"Kvinner";3330.2;3318.1;3348.0;3418.9;3443.9;3536.9;3527.0;3639.8;3677.8;3716.0;3749.3;3818.7;3688.7;3727.5;3782.7;3680.6
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"15-74 år";"Menn";135.6;135.2;130.9;141.7;139.4;145.0;152.1;149.9;172.1;189.3;196.8;202.3;215.8;232.5;263.1;263.9
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"40-54 år";"Kvinner";1322.2;1387.0;1434.9;1488.5;1535.2;1591.4;1576.4;1579.9;1544.9;1492.5;1487.6;1495.6;1447.5;1455.8;1475.4;1474.0
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"40-54 år";"Menn";38.5;38.0;42.9;47.0;46.5;52.4;51.9;53.7;57.7;60.7;69.4;72.1;72.5;69.7;72.2;74.1
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"55-66 år";"Kvinner";455.5;477.7;505.9;542.6;574.4;594.5;629.9;660.7;705.0;727.8;750.4;776.3;779.4;780.7;806.3;817.9
"Avtalte årsverk eks. lange fravær";"Apotektekniker";"55-66 år";"Menn";14.0;12.2;10.1;11.7;10.0;9.2;10.3;10.4;12.5;17.5;17.5;16.1;21.1;18.6;23.1;27.2
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"Alle aldre";"Kvinner";1254.2;1246.8;1235.1;1347.1;1426.0;1402.1;1437.2;1346.8;1372.7;1379.9;1383.8;1382.7;1343.2;1349.3;1386.2;1383.3
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"Alle aldre";"Menn";32.1;28.7;31.2;33.7;34.2;33.7;30.9;30.8;31.8;29.1;33.1;32.1;31.0;33.2;30.8;32.1
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"15-39 år";"Kvinner";589.0;546.5;504.1;486.7;454.1;391.4;373.0;319.8;308.7;278.5;253.9;248.5;231.0;229.4;213.6;220.3
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"15-39 år";"Menn";13.8;11.6;8.7;10.6;8.9;8.2;9.3;8.2;5.8;3.3;6.2;3.2;6.1;5.5;6.0;3.7
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"15-66 år";"Kvinner";1242.1;1230.1;1219.5;1328.7;1403.1;1371.7;1406.3;1318.0;1342.2;1342.9;1344.1;1339.7;1295.4;1304.5;1321.7;1317.5
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"15-66 år";"Menn";32.1;28.7;31.2;32.6;33.1;32.6;29.6;29.6;30.6;27.7;31.9;32.0;29.8;31.2;29.8;31.0
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"15-74 år";"Kvinner";1254.1;1246.7;1235.1;1345.8;1424.3;1402.1;1437.2;1346.7;1371.6;1378.7;1382.6;1382.0;1341.7;1347.4;1380.5;1379.7
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"15-74 år";"Menn";32.1;28.7;31.2;33.7;34.2;33.7;30.9;30.8;31.8;29.1;33.1;32.1;30.9;32.2;30.8;32.1
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"40-54 år";"Kvinner";490.9;503.3;511.9;606.0;686.5;715.2;740.9;730.2;757.2;757.9;758.0;737.2;720.6;713.0;709.9;689.2
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"40-54 år";"Menn";14.6;12.3;16.6;17.5;17.7;17.1;14.1;13.4;16.5;16.5;17.0;17.8;15.4;16.4;16.5;14.5
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"55-66 år";"Kvinner";162.1;180.3;203.5;236.0;262.4;265.1;292.4;268.0;276.3;306.6;332.3;353.9;343.9;362.1;398.2;408.0
"Avtalte årsverk eks. lange fravær";"Fotterapeut";"55-66 år";"Menn";3.7;4.8;5.9;4.5;6.5;7.3;6.1;8.0;8.3;7.9;8.7;11.1;8.4;9.4;7.3;12.8
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"Alle aldre";"Kvinner";9299.2;9736.1;10584.9;11527.7;12486.6;13333.8;14144.7;15847.0;17323.3;18948.4;20285.3;21612.7;22547.8;23455.1;24681.9;25426.4
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"Alle aldre";"Menn";740.6;812.0;903.5;989.6;1104.7;1217.3;1359.1;1546.9;1794.0;2051.8;2326.9;2639.3;2947.7;3282.9;3734.7;4086.2
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"15-39 år";"Kvinner";5113.3;5232.4;5595.0;5996.7;6370.0;6690.6;6928.0;7648.3;8192.2;8840.8;9071.3;9399.3;9509.4;9672.7;10081.8;10297.6
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"15-39 år";"Menn";515.1;545.4;587.4;630.2;711.8;776.8;848.1;984.7;1133.5;1301.9;1459.3;1638.4;1830.3;2053.4;2306.1;2523.5
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"15-66 år";"Kvinner";9289.4;9727.9;10571.2;11505.8;12465.0;13304.0;14108.9;15805.1;17268.4;18891.6;20219.5;21541.5;22476.9;23363.3;24567.0;25275.4
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"15-66 år";"Menn";740.3;811.8;903.2;988.1;1102.7;1215.3;1356.9;1544.2;1791.6;2047.2;2322.2;2632.9;2937.4;3273.2;3718.8;4071.4
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"15-74 år";"Kvinner";9299.2;9736.1;10584.9;11527.7;12486.6;13333.3;14144.7;15845.8;17322.9;18947.6;20283.7;21610.0;22546.3;23452.8;24679.7;25422.5
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"15-74 år";"Menn";740.6;812.0;903.5;989.6;1104.7;1217.3;1359.1;1546.9;1794.0;2051.8;2326.9;2638.3;2947.6;3282.8;3734.2;4085.7
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"40-54 år";"Kvinner";3308.3;3457.8;3764.8;4090.7;4493.4;4774.2;5120.5;5768.4;6384.2;7059.1;7894.1;8645.7;9256.9;9766.5;10332.9;10601.6
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"40-54 år";"Menn";197.8;232.7;272.8;305.4;328.7;367.9;418.8;456.5;528.4;594.5;699.7;796.6;893.6;968.8;1119.6;1212.5
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"55-66 år";"Kvinner";867.7;1037.6;1211.4;1418.4;1601.6;1839.2;2060.4;2388.4;2691.9;2991.6;3254.2;3496.5;3710.6;3924.1;4152.3;4376.2
"Avtalte årsverk eks. lange fravær";"Barne- og ungdomsarbeidere";"55-66 år";"Menn";27.4;33.7;43.0;52.6;62.3;70.6;90.1;102.9;129.7;150.8;163.2;197.9;213.4;251.1;293.1;335.5
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"Alle aldre";"Kvinner";3801.4;3736.6;3782.8;3860.4;3871.7;3862.4;3879.1;3929.9;3953.7;3935.8;3929.5;3949.1;3808.2;3813.5;3867.5;3904.3
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"Alle aldre";"Menn";11.3;13.5;13.4;16.2;21.4;22.8;21.1;23.7;33.4;36.3;39.7;42.2;47.7;53.7;50.0;57.4
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"15-39 år";"Kvinner";1081.2;1019.4;987.1;949.4;945.4;938.3;943.6;959.1;996.9;1054.5;1090.0;1115.3;1127.3;1151.1;1209.3;1216.3
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"15-39 år";"Menn";8.1;10.6;10.7;14.2;17.1;20.5;17.6;20.3;26.9;30.3;32.7;32.9;37.7;43.0;34.9;43.1
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"15-66 år";"Kvinner";3776.8;3696.7;3731.9;3799.8;3807.1;3801.9;3819.0;3865.7;3879.6;3860.9;3855.3;3870.3;3732.4;3724.9;3776.2;3795.2
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"15-66 år";"Menn";11.3;13.5;13.4;16.2;21.4;22.8;21.1;23.7;33.4;36.3;39.7;42.2;47.7;53.7;50.0;57.4
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"15-74 år";"Kvinner";3801.4;3736.6;3781.8;3858.7;3870.9;3861.6;3878.1;3928.7;3949.6;3934.1;3925.7;3942.7;3804.3;3809.1;3859.9;3899.0
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"15-74 år";"Menn";11.3;13.5;13.4;16.2;21.4;22.8;21.1;23.7;33.4;36.3;39.7;42.2;47.7;53.7;50.0;57.4
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"40-54 år";"Kvinner";1886.4;1798.1;1811.6;1838.7;1783.9;1733.2;1695.9;1697.6;1676.4;1567.4;1500.3;1494.8;1370.0;1390.0;1397.8;1402.8
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"40-54 år";"Menn";3.1;3.0;2.7;1.1;3.4;2.4;3.2;2.3;4.5;4.0;5.0;8.3;8.0;8.6;12.1;13.1
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"55-66 år";"Kvinner";809.2;879.2;933.2;1011.7;1077.8;1130.4;1179.5;1209.1;1206.3;1239.0;1265.0;1260.2;1235.1;1183.7;1169.0;1176.2
"Avtalte årsverk eks. lange fravær";"Tannhelsesekretær";"55-66 år";"Menn";..;..;..;..;..;..;..;1.2;2.0;2.0;2.0;1.0;2.0;0.0;3.0;1.2
"Avtalte årsverk eks. lange fravær";"Aktivitør";"Alle aldre";"Kvinner";2937.0;2869.7;2861.8;2865.9;2786.6;2724.9;2699.0;2625.1;2521.8;2421.9;2308.4;2168.0;1985.2;1875.4;1773.1;1626.2
"Avtalte årsverk eks. lange fravær";"Aktivitør";"Alle aldre";"Menn";58.2;60.3;52.6;60.1;56.3;58.2;58.7;55.1;54.3;54.3;53.8;52.6;47.0;50.1;47.0;44.8
"Avtalte årsverk eks. lange fravær";"Aktivitør";"15-39 år";"Kvinner";858.4;786.2;729.6;702.2;642.6;577.8;523.4;494.8;460.3;417.3;344.0;295.0;230.0;201.5;165.1;139.3
"Avtalte årsverk eks. lange fravær";"Aktivitør";"15-39 år";"Menn";25.2;19.0;17.5;21.5;22.2;21.1;19.0;16.3;14.7;13.3;11.9;11.1;8.7;10.9;9.4;8.2
"Avtalte årsverk eks. lange fravær";"Aktivitør";"15-66 år";"Kvinner";2928.9;2857.4;2842.3;2842.6;2758.4;2691.4;2660.9;2579.8;2476.4;2375.4;2250.8;2101.4;1915.1;1803.2;1693.1;1538.0
"Avtalte årsverk eks. lange fravær";"Aktivitør";"15-66 år";"Menn";58.2;60.3;52.6;60.1;56.3;58.2;58.7;54.1;52.8;52.0;51.8;50.5;46.6;48.8;45.6;41.9
"Avtalte årsverk eks. lange fravær";"Aktivitør";"15-74 år";"Kvinner";2936.8;2869.5;2861.6;2865.7;2786.2;2724.5;2698.4;2625.0;2520.2;2421.2;2307.4;2167.4;1983.3;1870.2;1765.6;1617.5
"Avtalte årsverk eks. lange fravær";"Aktivitør";"15-74 år";"Menn";58.2;60.3;52.6;60.1;56.3;58.2;58.7;55.1;54.3;54.3;53.8;52.6;47.0;50.1;47.0;44.8
"Avtalte årsverk eks. lange fravær";"Aktivitør";"40-54 år";"Kvinner";1487.8;1406.8;1373.2;1323.9;1259.5;1202.6;1148.4;1092.0;1027.0;968.1;939.5;901.4;860.1;813.4;792.8;723.3
"Avtalte årsverk eks. lange fravær";"Aktivitør";"40-54 år";"Menn";24.9;30.5;24.4;25.0;20.9;24.6;27.1;24.4;27.7;27.2;25.3;22.2;19.6;19.2;18.0;18.6
"Avtalte årsverk eks. lange fravær";"Aktivitør";"55-66 år";"Kvinner";582.6;664.5;739.4;816.6;856.3;911.0;989.1;992.9;989.0;990.0;967.3;905.0;825.0;788.3;735.1;675.3
"Avtalte årsverk eks. lange fravær";"Aktivitør";"55-66 år";"Menn";8.1;10.8;10.7;13.5;13.2;12.5;12.5;13.4;10.4;11.4;14.6;17.3;18.3;18.6;18.3;15.1
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"Alle aldre";"Kvinner";2191.7;2396.2;2820.0;3294.2;3799.4;4058.8;4258.0;5465.1;5338.4;6302.7;7087.9;7642.7;8138.7;8620.3;9226.9;9904.2
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"Alle aldre";"Menn";2686.9;2826.4;3016.2;3111.3;3269.5;3325.1;3391.8;3934.7;3982.5;4100.7;4281.3;4479.4;4666.0;4829.0;4745.7;4734.0
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"15-39 år";"Kvinner";759.4;1479.1;1813.9;2156.4;2558.4;2736.6;2931.2;3200.8;3056.0;3448.4;3826.8;4148.4;4345.8;4661.6;4955.2;5378.2
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"15-39 år";"Menn";1091.8;1140.3;1213.5;1181.6;1213.8;1199.1;1202.5;1460.2;1447.0;1461.9;1509.2;1615.1;1721.4;1811.0;1722.1;1699.6
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"15-66 år";"Kvinner";2174.4;2388.9;2808.8;3279.2;3785.3;4038.2;4235.3;5414.0;5293.9;6252.4;7035.6;7583.6;8077.2;8548.8;9150.2;9821.4
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"15-66 år";"Menn";2663.9;2800.9;2989.1;3083.2;3220.9;3270.8;3328.0;3872.0;3908.9;4011.2;4184.8;4374.1;4564.8;4723.5;4627.0;4610.4
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"15-74 år";"Kvinner";2191.7;2396.2;2820.0;3294.0;3799.1;4058.5;4257.5;5463.9;5337.5;6300.8;7083.0;7636.8;8133.1;8616.1;9213.6;9891.3
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"15-74 år";"Menn";2686.2;2825.9;3015.6;3110.8;3269.2;3324.3;3388.9;3931.8;3980.9;4098.7;4275.0;4474.1;4660.9;4823.6;4729.0;4721.8
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"40-54 år";"Kvinner";857.3;627.4;702.9;806.7;880.0;946.4;934.4;1441.6;1464.5;2045.1;2321.9;2506.6;2734.7;2852.2;3083.1;3270.0
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"40-54 år";"Menn";1204.4;1275.7;1346.8;1464.6;1509.7;1536.4;1563.6;1762.3;1816.3;1855.2;1924.9;1938.1;1956.2;1939.6;1919.2;1870.0
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"55-66 år";"Kvinner";557.8;282.4;292.0;316.1;346.9;355.2;369.7;771.6;773.3;758.9;886.8;928.6;996.7;1035.0;1111.9;1173.2
"Avtalte årsverk eks. lange fravær";"Annen videregående helseutdanning";"55-66 år";"Menn";367.7;384.9;428.8;437.0;497.4;535.3;562.0;649.5;645.6;694.1;750.7;820.9;887.3;972.9;985.6;1040.8
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"Alle aldre";"Kvinner";2506.7;2549.1;2656.7;2807.3;2906.1;3030.8;3108.2;3279.9;3390.1;3499.2;3642.5;3771.5;3833.1;3934.2;4086.4;4142.0
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"Alle aldre";"Menn";321.6;346.0;376.3;413.1;431.1;454.7;472.2;508.1;530.1;575.7;621.5;641.0;672.6;713.5;749.5;799.1
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"15-39 år";"Kvinner";1255.4;1266.6;1311.1;1401.4;1455.6;1497.7;1518.9;1626.3;1661.3;1711.2;1767.5;1816.5;1821.2;1850.2;1913.2;1899.8
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"15-39 år";"Menn";219.0;235.6;255.2;273.6;271.9;275.0;280.7;298.1;315.3;332.9;368.2;382.2;403.8;420.9;431.6;467.4
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"15-66 år";"Kvinner";2497.1;2538.1;2639.4;2792.9;2888.0;3009.5;3083.9;3256.7;3364.7;3476.5;3617.2;3742.6;3805.3;3899.9;4043.4;4089.2
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"15-66 år";"Menn";319.8;344.5;376.3;413.1;431.1;454.7;471.1;506.6;528.5;574.2;620.5;639.5;671.9;713.5;748.4;796.4
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"15-74 år";"Kvinner";2506.7;2549.0;2656.6;2807.3;2906.1;3030.8;3106.4;3278.3;3389.7;3498.4;3640.5;3770.9;3832.1;3931.5;4080.7;4134.3
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"15-74 år";"Menn";321.6;344.9;376.3;413.1;431.1;454.7;472.2;508.1;530.1;575.7;621.5;641.0;672.6;713.5;749.4;798.8
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"40-54 år";"Kvinner";875.7;881.6;910.7;937.0;949.0;1012.3;1033.8;1074.8;1099.0;1150.3;1214.1;1286.9;1349.6;1427.2;1513.8;1584.3
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"40-54 år";"Menn";94.6;100.5;105.5;122.9;137.1;154.3;156.2;167.0;169.6;195.3;204.7;211.2;220.8;244.4;261.1;273.0
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"55-66 år";"Kvinner";365.9;389.8;417.6;454.5;483.3;499.5;531.2;555.6;604.4;615.0;635.7;639.3;634.5;622.5;616.4;605.0
"Avtalte årsverk eks. lange fravær";"Ergoterapeut";"55-66 år";"Menn";6.2;8.4;15.7;16.7;22.0;25.3;34.2;41.6;43.7;46.0;47.6;46.0;47.3;48.3;55.7;56.1
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"Alle aldre";"Kvinner";5822.7;5823.2;6042.3;6568.9;6664.0;6766.3;6935.1;7355.7;7503.0;7675.4;7745.5;7808.3;7800.7;7867.1;8037.0;7812.9
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"Alle aldre";"Menn";3015.7;3071.8;3162.3;3474.5;3392.0;3447.4;3610.0;3609.1;3730.5;3826.0;3929.3;3941.1;4024.2;4056.1;4165.5;3731.8
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"15-39 år";"Kvinner";2514.6;2492.9;2659.7;2790.6;2881.5;2983.5;2998.6;3098.2;3143.5;3236.3;3179.8;3140.7;3079.0;3103.4;3147.5;3035.8
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"15-39 år";"Menn";1390.5;1391.3;1382.5;1460.4;1406.3;1388.8;1441.8;1399.8;1457.0;1473.2;1499.4;1498.1;1530.9;1539.8;1616.0;1506.0
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"15-66 år";"Kvinner";5705.4;5694.0;5903.5;6410.3;6481.7;6576.0;6715.3;7113.1;7237.3;7402.5;7485.9;7544.0;7551.0;7631.4;7776.8;7548.2
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"15-66 år";"Menn";2985.4;3033.3;3116.5;3412.2;3322.0;3353.9;3490.2;3470.7;3569.1;3641.7;3717.8;3707.7;3774.3;3790.6;3886.4;3470.4
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"15-74 år";"Kvinner";5819.0;5821.7;6036.5;6566.6;6659.6;6763.6;6931.8;7349.6;7495.8;7666.5;7739.9;7798.7;7791.7;7858.7;8008.9;7785.1
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"15-74 år";"Menn";3014.5;3070.6;3162.3;3473.9;3388.9;3447.1;3608.5;3606.7;3729.0;3825.3;3926.8;3935.9;4018.9;4049.9;4150.9;3710.5
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"40-54 år";"Kvinner";1908.3;1894.1;1873.6;2045.2;2027.7;2028.2;2123.9;2356.7;2437.6;2563.3;2721.6;2897.7;3002.3;3085.8;3236.2;3181.9
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"40-54 år";"Menn";1005.2;1005.2;1044.0;1159.4;1105.3;1121.3;1181.9;1182.9;1243.9;1320.3;1398.0;1413.8;1493.4;1523.9;1543.1;1363.6
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"55-66 år";"Kvinner";1282.6;1307.0;1370.1;1574.4;1572.4;1564.4;1592.7;1658.2;1656.3;1602.9;1584.5;1505.6;1469.7;1442.3;1393.1;1330.5
"Avtalte årsverk eks. lange fravær";"Fysioterapeut";"55-66 år";"Menn";589.7;636.7;690.0;792.4;810.3;843.8;866.5;888.1;868.1;848.2;820.3;795.8;750.0;726.8;727.3;600.8
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"Alle aldre";"Kvinner";4934.4;5146.2;5142.0;5413.3;5467.8;5612.8;5755.7;6120.1;6259.5;6362.3;6468.6;6537.8;6640.0;6654.0;6827.2;6837.3
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"Alle aldre";"Menn";23.1;24.3;25.8;28.1;27.7;30.4;31.3;26.9;29.8;30.9;30.8;30.9;31.9;32.7;42.0;44.8
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"15-39 år";"Kvinner";800.2;867.1;865.7;977.9;1015.5;1070.5;1053.1;1156.1;1155.1;1147.9;1159.1;1186.7;1303.5;1278.7;1411.3;1439.4
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"15-39 år";"Menn";8.6;7.6;6.7;4.7;3.9;3.0;3.2;2.0;0.0;2.3;4.0;5.0;5.3;10.3;11.5;11.0
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"15-66 år";"Kvinner";4867.9;5064.5;5062.7;5332.7;5380.4;5526.2;5657.0;6026.3;6153.0;6253.8;6354.1;6415.4;6501.8;6452.2;6615.2;6629.9
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"15-66 år";"Menn";23.1;24.3;25.8;28.1;27.7;30.4;31.1;26.9;28.7;29.4;29.3;29.8;30.8;31.6;40.1;43.2
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"15-74 år";"Kvinner";4930.3;5142.9;5139.2;5411.8;5464.3;5610.3;5750.9;6117.8;6255.8;6358.8;6464.5;6532.2;6633.5;6644.6;6809.2;6818.2
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"15-74 år";"Menn";23.1;24.3;25.8;28.1;27.7;30.4;31.3;26.9;29.8;30.9;30.8;30.9;31.9;32.7;42.0;44.7
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"40-54 år";"Kvinner";2652.2;2657.6;2560.6;2653.8;2602.8;2658.6;2727.2;2891.0;2983.3;3075.2;3154.4;3210.1;3198.1;3222.5;3309.1;3334.2
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"40-54 år";"Menn";10.6;12.0;11.0;17.0;17.6;20.4;18.7;16.2;19.1;19.5;17.8;17.1;15.7;11.1;16.8;19.7
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"55-66 år";"Kvinner";1415.6;1539.8;1636.4;1701.0;1762.0;1797.1;1876.8;1979.2;2014.6;2030.7;2040.6;2018.6;2000.1;1950.9;1894.8;1856.2
"Avtalte årsverk eks. lange fravær";"Helsesykepleier og jordmor";"55-66 år";"Menn";3.9;4.8;8.0;6.5;6.2;7.0;9.2;8.8;7.8;7.6;7.6;7.7;9.8;10.2;11.8;12.5
"Avtalte årsverk eks. lange fravær";"Radiograf";"Alle aldre";"Kvinner";1569.4;1623.9;1672.4;1798.4;1867.2;1926.6;2037.4;2140.3;2194.2;2288.1;2325.0;2391.6;2465.0;2531.6;2613.5;2705.7
"Avtalte årsverk eks. lange fravær";"Radiograf";"Alle aldre";"Menn";723.8;748.0;784.2;813.7;836.7;871.0;909.3;939.5;967.2;987.2;1009.1;1020.9;1021.1;1037.5;1077.7;1091.0
"Avtalte årsverk eks. lange fravær";"Radiograf";"15-39 år";"Kvinner";833.7;828.5;841.3;926.6;957.0;965.2;1029.2;1080.6;1129.2;1182.2;1158.5;1187.7;1202.0;1186.2;1218.8;1217.1
"Avtalte årsverk eks. lange fravær";"Radiograf";"15-39 år";"Menn";367.4;359.3;366.2;372.1;383.5;395.5;409.6;422.2;415.2;409.6;418.4;416.8;406.8;430.9;441.7;444.2
"Avtalte årsverk eks. lange fravær";"Radiograf";"15-66 år";"Kvinner";1568.8;1621.7;1668.5;1794.3;1864.1;1921.8;2031.0;2133.7;2183.0;2277.8;2316.4;2379.2;2453.5;2517.9;2591.2;2682.0
"Avtalte årsverk eks. lange fravær";"Radiograf";"15-66 år";"Menn";723.8;748.0;783.8;813.7;833.3;868.1;905.6;935.0;960.5;982.0;1001.5;1011.3;1006.7;1023.7;1063.0;1078.1
"Avtalte årsverk eks. lange fravær";"Radiograf";"15-74 år";"Kvinner";1569.4;1623.9;1672.4;1798.4;1867.2;1926.6;2037.4;2140.3;2194.2;2288.1;2324.5;2391.6;2465.0;2529.2;2611.2;2702.5
"Avtalte årsverk eks. lange fravær";"Radiograf";"15-74 år";"Menn";723.8;748.0;784.2;813.7;836.7;871.0;909.3;939.5;967.2;987.2;1009.1;1020.9;1020.9;1037.5;1077.6;1091.0
"Avtalte årsverk eks. lange fravær";"Radiograf";"40-54 år";"Kvinner";591.8;633.7;642.5;657.6;669.9;695.5;716.3;755.8;736.0;753.7;797.4;841.7;889.7;934.0;962.5;1042.7
"Avtalte årsverk eks. lange fravær";"Radiograf";"40-54 år";"Menn";290.4;301.7;317.5;330.7;329.2;338.5;355.4;357.7;387.9;395.5;416.7;422.3;431.3;420.4;435.3;437.9
"Avtalte årsverk eks. lange fravær";"Radiograf";"55-66 år";"Kvinner";143.4;159.5;184.7;210.0;237.2;261.1;285.5;297.4;317.8;341.9;360.4;349.8;361.8;397.7;409.9;422.2
"Avtalte årsverk eks. lange fravær";"Radiograf";"55-66 år";"Menn";66.0;87.1;100.2;110.9;120.6;134.1;140.6;155.2;157.4;176.9;166.3;172.3;168.6;172.4;186.0;196.0
"Avtalte årsverk eks. lange fravær";"Sykepleier";"Alle aldre";"Kvinner";57079.0;58708.6;59427.9;61804.8;63505.7;65056.1;66816.9;70395.7;72010.1;73563.2;74076.2;75806.9;76856.5;77527.2;79706.5;80388.9
"Avtalte årsverk eks. lange fravær";"Sykepleier";"Alle aldre";"Menn";8481.6;8820.2;8951.1;9249.5;9435.3;9624.3;9936.5;10227.0;10505.5;10687.9;10750.4;11052.9;11176.5;11512.3;11851.7;12133.4
